28569,2187,0,107
27089,2210,0,81
25660,2225,0,74
24375,2240,0,72
22926,2245,0,69
21829,2249,0,65
21233,2209,0,67
20741,2169,0,66
20390,2169,0,66
20413,2168,0,64
20186,2155,0,66
19884,2142,0,68
19572,2123,0,65
19431,2104,0,66
18946,2098,0,67
18974,2091,0,68
19117,2097,0,72
19344,2102,0,76
20341,2114,0,82
21277,2125,0,92
22341,2087,1,89
23175,2048,219,86
24315,2077,869,79
24921,2106,1925,69
24817,2169,3159,60
24141,2231,4416,51
23342,2384,5658,45
22191,2536,7022,44
21214,2695,7909,43
20901,2854,8075,40
20378,2955,8220,37
20038,3055,7990,35
20004,3049,7712,35
19348,3042,7606,34
19471,3030,7509,43
19670,3018,7027,59
19952,2959,6212,71
21034,2900,5044,91
22714,2696,3928,100
25041,2491,2749,98
26909,2407,1473,99
28221,2322,486,90
29231,2351,51,82
29913,2380,0,82
30259,2488,0,72
29554,2595,0,57
28206,2700,0,51
27169,2804,0,49
26074,2878,0,46
24962,2951,0,47
23733,2953,0,45
22533,2955,0,50
21233,2949,0,49
20580,2942,0,46
19942,2881,0,46
19402,2819,0,51
19250,2755,0,48
19370,2690,0,47
19269,2603,0,48
18946,2515,0,50
18475,2441,0,51
18029,2367,0,50
17859,2301,0,50
17885,2235,0,52
17767,2225,0,50
17762,2215,0,53
18652,2210,0,52
19357,2204,0,54
20410,2181,0,57
21192,2158,21,59
22805,2173,182,65
23684,2188,497,66
24771,2220,997,68
25197,2251,1400,67
25536,2304,1972,68
25598,2356,2745,68
25591,2355,3286,70
26029,2353,3305,76
26424,2316,3538,79
26764,2278,3321,83
27283,2176,2707,87
27504,2074,2117,92
27758,1953,1542,100
28094,1832,1298,108
28946,1726,983,122
29205,1620,862,126
30004,1529,512,128
31340,1437,400,131
32417,1404,287,134
32693,1370,134,139
32790,1347,15,143
32518,1323,0,142
32257,1320,0,141
31090,1317,0,137
30162,1306,0,129
29256,1294,0,116
28243,1283,0,99
26822,1271,0,88
25236,1261,0,77
23808,1251,0,71
22668,1250,0,68
21815,1248,0,69
21062,1235,0,70
20591,1222,0,70
20586,1225,0,70
20809,1228,0,73
20636,1223,0,72
20395,1218,0,73
19929,1209,0,70
19699,1200,0,70
19534,1180,0,74
19304,1159,0,75
19903,1159,0,98
20971,1158,0,113
23471,1160,0,142
26017,1161,0,152
28881,1157,0,154
30199,1152,176,150
31164,1172,777,148
30823,1191,1718,142
30874,1240,2800,138
29882,1288,3764,131
29016,1298,4624,121
28367,1308,5607,117
27581,1329,6309,117
27171,1350,6242,116
27040,1352,6863,114
26775,1354,7126,117
26296,1335,6720,121
26137,1315,6684,125
26183,1253,6260,148
26256,1191,5747,166
26710,1093,4857,190
28105,995,3844,200
29348,899,3082,210
30767,803,1813,216
32520,788,989,220
33683,772,308,220
34388,793,12,213
34634,813,0,211
34898,826,0,203
33963,839,0,197
32836,834,0,190
31315,829,0,184
29861,827,0,167
28085,825,0,159
26560,819,0,138
25082,812,0,128
23560,812,0,117
22499,812,0,114
21985,823,0,110
21842,833,0,109
21673,837,0,111
21509,840,0,111
21157,847,0,102
20934,853,0,103
20752,873,0,104
20429,892,0,105
20201,974,0,102
20395,1056,0,105
20882,1088,0,119
21841,1120,0,144
23736,1165,0,158
26116,1210,0,164
28804,1243,0,161
30295,1276,145,157
31035,1330,416,159
30832,1383,1048,161
30249,1451,1488,153
29961,1518,2070,146
29697,1570,2342,146
29801,1621,2817,141
29760,1666,3993,130
29463,1711,5140,131
29296,1738,4999,132
29364,1764,4785,129
29249,1785,5319,133
29069,1805,4083,131
29218,1808,3386,137
29158,1810,3160,145
29196,1803,2938,156
30084,1796,1953,164
30790,1777,1352,170
32221,1757,858,171
33347,1778,381,172
33646,1799,137,174
33998,1800,8,164
34481,1800,0,153
34692,1813,0,138
33518,1826,0,125
32434,1839,0,110
30934,1852,0,97
29121,1867,0,91
27495,1882,0,89
25844,1895,0,78
24429,1908,0,81
22987,1910,0,75
22084,1911,0,71
21728,1933,0,80
21194,1954,0,80
20651,1981,0,81
20946,2007,0,83
20588,2037,0,82
20185,2066,0,84
20020,2099,0,84
19541,2132,0,83
19079,2173,0,85
19109,2213,0,90
19365,2244,0,109
20171,2274,0,127
22191,2298,0,142
24355,2322,0,141
27790,2329,0,143
29572,2335,52,143
30305,2379,390,143
30266,2422,909,140
30201,2499,1706,137
29939,2576,1963,135
29837,2656,2661,133
29263,2735,2754,134
28816,2814,3142,130
28816,2893,3243,128
28824,2982,3153,128
28433,3071,3260,128
28103,3135,3196,128
27768,3199,3605,132
27462,3252,3471,132
27938,3305,2529,135
28144,3357,2113,137
28955,3408,1797,135
29399,3413,1206,141
30681,3417,763,138
31610,3425,391,129
32370,3432,130,122
32895,3419,5,113
33488,3406,0,104
33854,3437,0,88
32422,3467,0,73
31002,3464,0,61
29496,3461,0,51
28062,3427,0,52
26417,3392,0,55
24985,3316,0,64
23886,3239,0,56
22339,3153,0,48
21272,3067,0,49
20663,2936,0,50
20016,2805,0,51
20233,2724,0,51
20529,2643,0,56
20244,2558,0,67
20180,2472,0,68
20257,2398,0,61
20234,2324,0,56
19833,2209,0,65
19887,2094,0,64
20217,2044,0,74
21385,1993,0,91
23984,1921,0,111
26661,1849,0,120
29309,1783,0,126
30921,1717,69,126
31309,1707,445,125
31249,1697,1225,125
31199,1695,2025,126
30822,1693,2627,129
30173,1661,3457,129
29948,1629,4472,127
28933,1597,5183,122
28273,1564,6326,118
28387,1516,6814,121
28208,1467,7049,122
28078,1429,6881,122
27597,1390,6219,131
27806,1367,5659,139
28482,1344,4914,151
28775,1315,3933,160
29773,1285,2883,167
30917,1144,2465,172
31994,1002,1750,174
33731,939,1017,180
34919,875,308,186
35296,877,13,185
35626,878,0,181
35567,883,0,184
34860,887,0,184
33957,902,0,172
33022,917,0,164
31654,941,0,154
29690,964,0,148
28435,1000,0,133
26627,1036,0,119
24716,1082,0,113
23608,1128,0,113
23101,1177,0,113
22533,1225,0,109
22341,1266,0,113
22299,1307,0,107
22255,1337,0,102
21685,1367,0,102
21345,1393,0,102
21208,1419,0,105
20905,1434,0,117
20936,1448,0,130
21194,1432,0,148
22318,1415,0,175
24690,1391,0,181
27012,1366,0,184
30159,1311,0,183
31517,1256,125,180
32645,1224,887,175
32273,1192,2311,165
31486,1194,3925,153
30648,1196,5286,143
29054,1247,6340,136
28032,1298,7247,129
27247,1341,7986,122
26242,1384,8612,118
25989,1410,8839,121
25475,1435,8671,124
25344,1424,8091,129
25324,1412,7496,136
25128,1386,6916,151
25498,1360,5972,167
25993,1309,5226,177
27347,1258,4158,190
28388,1183,3349,203
29828,1107,2245,208
31296,1103,1138,214
32578,1099,273,216
33313,1135,5,215
33899,1171,0,211
34160,1227,0,206
33268,1283,0,196
32508,1337,0,180
31454,1390,0,168
30197,1437,0,155
28535,1484,0,146
26989,1530,0,124
25413,1576,0,119
23824,1607,0,119
22819,1638,0,116
22044,1644,0,116
21538,1649,0,110
21399,1677,0,111
21443,1705,0,105
21041,1730,0,101
20667,1755,0,95
20150,1785,0,90
19817,1814,0,85
19583,1826,0,75
19473,1837,0,74
19743,1834,0,77
19988,1830,0,84
20687,1830,0,98
21632,1830,0,107
22803,1834,0,118
23899,1838,8,120
25694,1868,121,121
26321,1898,504,116
26972,1943,916,115
27278,1987,1346,104
27431,2030,1793,86
27565,2073,2314,75
27180,2172,2762,73
26683,2271,4018,65
26217,2374,4102,65
25693,2477,4130,61
25203,2607,4335,56
24469,2736,4761,55
24064,2836,4442,51
23886,2935,4036,54
23618,3013,3751,61
23952,3090,3442,66
24776,3191,2941,73
25644,3292,1987,73
28058,3368,981,89
29479,3443,248,92
29523,3550,3,92
30013,3657,0,89
30027,3724,0,76
29694,3791,0,68
28638,3826,0,69
27620,3861,0,63
26032,3849,0,61
25058,3836,0,59
23914,3747,0,59
22919,3658,0,54
21232,3577,0,53
20736,3495,0,51
20263,3368,0,50
19745,3240,0,54
19801,3108,0,54
20019,2975,0,55
20042,2831,0,54
19730,2687,0,55
19177,2544,0,55
19352,2400,0,56
19252,2203,0,61
19091,2006,0,62
19117,1873,0,74
19194,1739,0,81
20342,1608,0,92
21003,1476,0,114
22340,1310,0,127
23247,1144,75,137
24905,1024,599,154
25667,903,1242,167
26981,837,1564,173
27678,770,1990,179
27682,695,2480,184
27818,620,2916,187
28024,556,3841,184
27744,491,4706,189
28083,447,4964,197
28419,403,4548,201
28485,384,4410,210
28519,365,3750,217
28592,358,3402,225
28493,351,2792,232
28824,354,2212,239
29885,357,1647,241
30990,370,1106,247
32348,383,654,251
33561,424,278,247
34377,464,39,247
34638,499,0,249
34462,534,0,251
33987,583,0,254
32967,631,0,253
32213,696,0,242
31050,760,0,231
30045,835,0,214
28659,910,0,201
26764,971,0,185
25206,1031,0,172
23743,1072,0,168
22716,1112,0,167
22128,1124,0,170
21829,1135,0,172
21567,1130,0,171
21729,1125,0,168
21805,1114,0,168
21382,1102,0,167
21252,1083,0,168
20826,1063,0,167
20623,1079,0,173
20793,1095,0,190
21114,1074,0,226
22293,1052,0,240
24858,1031,0,246
27427,1010,0,247
30465,971,0,252
32059,931,3,248
33709,917,176,243
34319,902,614,242
34628,877,1184,240
34356,851,1777,239
34135,855,2462,237
33526,858,3079,234
33277,854,3624,232
32912,849,3998,233
32910,845,4277,231
32492,841,4533,235
32432,825,4231,239
32230,808,3872,245
32084,793,3435,243
32165,777,2952,243
32072,763,2629,242
32921,748,2045,245
33260,731,1447,249
34171,713,912,251
34988,740,405,251
35617,766,67,252
36066,804,0,248
36537,842,0,247
36238,878,0,250
35509,913,0,246
34754,951,0,239
33363,989,0,225
31978,1031,0,211
30353,1073,0,190
28202,1123,0,167
26306,1173,0,147
24236,1207,0,137
23246,1241,0,131
22715,1275,0,127
22458,1309,0,123
22379,1312,0,111
22494,1315,0,105
22470,1306,0,104
22014,1297,0,104
21593,1292,0,105
21463,1287,0,103
21036,1322,0,117
20991,1356,0,129
21303,1351,0,157
22289,1345,0,164
24682,1375,0,161
27051,1404,0,166
30005,1474,0,169
31059,1543,0,167
32618,1624,50,155
33236,1705,219,154
34331,1793,473,153
34074,1881,770,145
33650,2024,1091,139
33402,2167,1329,136
33208,2285,1461,135
33015,2403,1766,133
33099,2451,2055,133
32969,2499,2092,133
32753,2507,2174,135
32119,2514,2135,135
31831,2517,1915,135
31615,2519,1865,137
31261,2510,1843,144
31782,2501,1312,149
31991,2548,952,152
32676,2595,547,154
33627,2629,223,155
34329,2663,30,152
35135,2698,0,144
35339,2732,0,134
35202,2787,0,118
33906,2841,0,102
32523,2881,0,89
30848,2920,0,79
29512,2954,0,71
27872,2987,0,69
26044,3010,0,67
24500,3032,0,63
22749,3054,0,68
21800,3076,0,62
21113,3072,0,61
20621,3068,0,61
20432,3067,0,64
20548,3066,0,64
20400,3062,0,63
20232,3057,0,63
19800,3047,0,65
19604,3037,0,66
19118,3009,0,69
19262,2981,0,73
19651,2917,0,79
20335,2852,0,87
23462,2770,0,101
25383,2688,0,111
28397,2571,0,117
30179,2453,5,122
31397,2364,72,127
31699,2274,192,131
32435,2186,432,134
32793,2098,634,138
32830,1996,1017,144
32963,1894,1486,149
32945,1815,1653,151
33105,1735,1914,157
32986,1652,2076,156
32984,1568,2011,157
33088,1499,2329,164
32559,1430,2210,166
32532,1369,1734,166
32569,1307,1899,174
33015,1245,1519,179
33605,1182,968,183
34004,1146,652,185
34543,1110,467,185
35592,1099,154,185
36094,1087,8,185
36220,1090,0,184
36114,1092,0,176
35738,1114,0,170
34885,1136,0,165
33462,1138,0,157
32156,1140,0,148
30525,1139,0,138
28718,1137,0,132
26786,1124,0,125
25345,1111,0,120
23923,1079,0,119
22865,1046,0,115
22226,1078,0,116
21630,1110,0,115
21738,1089,0,115
21897,1067,0,113
21654,1075,0,112
21049,1083,0,114
20444,1126,0,120
20193,1169,0,126
19853,1206,0,130
19833,1243,0,140
20142,1269,0,159
20674,1295,0,177
23357,1341,0,196
25694,1386,0,194
28232,1401,0,192
29326,1416,17,189
29973,1453,437,181
29684,1490,1389,172
29475,1562,2564,165
28912,1634,3556,155
28196,1719,4792,144
27580,1804,5801,140
26705,1836,6559,134
26452,1867,6681,134
26480,1898,6775,137
26293,1928,6782,136
26062,1951,6494,128
25808,1973,6071,132
25761,1950,5520,147
25898,1927,5114,159
26104,1851,5141,162
27143,1774,4217,181
28188,1657,3137,201
29646,1539,2136,210
31288,1490,940,220
32194,1440,141,222
33074,1411,0,221
33699,1382,0,221
34053,1347,0,222
33255,1311,0,217
32176,1257,0,212
31289,1203,0,207
30054,1156,0,204
28491,1108,0,197
26652,1102,0,178
25454,1095,0,173
23203,1086,0,168
22606,1076,0,160
22326,1050,0,156
21977,1023,0,157
21720,979,0,166
21806,935,0,170
20993,910,0,165
20538,884,0,159
20585,917,0,149
20230,950,0,143
20173,1085,0,158
19975,1220,0,159
20552,1342,0,184
21113,1464,0,190
23382,1607,0,199
25208,1749,0,202
27891,1855,0,197
29815,1961,18,190
30964,2081,402,177
30703,2200,1247,167
30778,2340,2257,161
30182,2479,3183,152
29053,2624,3957,140
28261,2769,4793,135
27403,2908,5604,128
26672,3046,6076,125
26210,3141,6232,128
25905,3235,6406,125
25395,3268,6446,127
25393,3301,5785,133
25330,3295,5135,142
25536,3288,4647,148
25754,3242,3998,155
26977,3195,2767,164
28038,3152,1538,164
29174,3108,921,165
30540,3138,232,172
31174,3168,11,167
31677,3230,0,153
31793,3292,0,140
31343,3330,0,130
30210,3368,0,118
29457,3346,0,106
27994,3324,0,102
26753,3242,0,99
25475,3159,0,101
24389,3020,0,89
23208,2881,0,82
22019,2717,0,67
21365,2553,0,69
21225,2292,0,72
21084,2030,0,71
20897,1915,0,76
20723,1799,0,77
20699,1708,0,72
20115,1617,0,70
19448,1552,0,76
19177,1487,0,76
18979,1457,0,79
18765,1426,0,81
19220,1401,0,91
19453,1376,0,102
20376,1357,0,124
21569,1338,0,139
22669,1274,0,154
23819,1210,0,151
25024,1180,75,153
25763,1150,430,146
26288,1126,1013,141
26177,1101,1863,132
26059,1145,2711,123
26052,1188,3332,114
25819,1212,4038,105
25541,1235,4816,105
25120,1247,5388,97
24371,1259,6027,92
23407,1228,6303,96
22877,1196,6319,95
22450,1150,6615,103
22158,1103,6276,129
22132,1023,5702,151
23039,943,4650,177
24344,835,3462,190
25767,726,2159,207
28333,711,810,220
29212,696,79,222
30188,714,0,219
30841,731,0,213
30351,777,0,213
29862,822,0,211
29321,884,0,206
28483,946,0,196
27113,1014,0,185
26279,1082,0,159
24849,1176,0,127
23966,1270,0,114
22539,1377,0,104
21641,1484,0,97
20950,1636,0,89
20461,1787,0,91
19944,1965,0,87
19557,2142,0,80
19057,2323,0,87
18748,2504,0,87
17810,2707,0,91
17393,2910,0,93
17034,3140,0,95
16568,3370,0,90
16141,3586,0,84
16428,3801,0,82
17217,4017,0,81
17870,4233,0,83
18561,4411,0,84
19434,4588,0,84
20673,4718,30,82
21417,4848,142,79
23076,4933,324,75
24187,5017,440,74
25320,5041,640,71
25522,5065,855,69
26268,5074,985,69
26346,5083,1286,69
26673,5088,1531,66
26464,5093,1872,63
26252,5106,2502,62
25516,5119,3499,55
24512,5049,3867,56
23745,4978,4114,58
23659,4998,3795,62
23735,5017,3221,69
24856,5028,2174,82
26567,5039,1354,91
28116,5042,484,95
29008,5044,46,94
29845,5042,0,91
30205,5040,0,83
29610,5015,0,80
28446,4990,0,79
27251,5029,0,79
26000,5068,0,73
24576,5068,0,71
23562,5067,0,65
21945,5076,0,69
20982,5084,0,68
19182,5052,0,73
18494,5020,0,74
17585,5013,0,71
17408,5005,0,67
17397,4950,0,64
17487,4895,0,64
17317,4794,0,65
17170,4693,0,67
16935,4581,0,70
16889,4468,0,70
17076,4303,0,68
17028,4138,0,72
18040,3991,0,82
18943,3844,0,94
21385,3687,0,100
23666,3530,0,109
26917,3402,0,119
28345,3273,0,122
29943,3158,94,119
30781,3043,367,118
31416,3042,725,115
31719,3041,1082,111
31733,3134,1512,111
31499,3227,1796,111
31537,3273,2200,109
31294,3319,2286,108
31010,3320,2469,112
30778,3320,2612,114
30866,3260,2504,116
30546,3199,2517,121
30396,3122,2043,135
30326,3044,1697,146
30257,2940,1637,158
30998,2835,1460,161
31224,2724,1290,163
31776,2613,985,169
33045,2576,418,179
33827,2539,44,178
34934,2544,0,172
34998,2548,0,169
34897,2561,0,164
33923,2574,0,161
32707,2563,0,148
31585,2551,0,135
29714,2530,0,115
27897,2508,0,104
26321,2471,0,95
24696,2433,0,87
23320,2410,0,86
22221,2387,0,84
21380,2373,0,86
21269,2358,0,85
20734,2347,0,81
20817,2335,0,77
20549,2313,0,77
20349,2291,0,76
20197,2269,0,81
20074,2246,0,83
19718,2188,0,92
19670,2129,0,110
20191,2083,0,143
21290,2036,0,157
23811,1985,0,162
26205,1934,0,166
29292,1867,0,173
30925,1799,2,175
32517,1767,249,168
32262,1734,1005,159
32160,1752,2088,152
31450,1770,2914,142
30777,1868,3539,136
29456,1966,4511,131
28922,2051,5141,129
28483,2135,5762,128
28301,2183,5665,133
27827,2231,5271,136
27910,2174,5437,139
27586,2116,5287,145
27627,1990,4676,155
27850,1864,4344,163
28203,1691,4122,180
29019,1517,3533,196
29879,1366,2424,215
31698,1215,1294,226
32963,1166,446,233
34482,1117,29,234
35479,1119,0,234
35931,1120,0,235
35519,1137,0,233
34695,1153,0,233
33444,1183,0,227
32348,1212,0,213
31123,1248,0,201
29121,1283,0,193
27450,1335,0,179
26034,1387,0,170
24433,1425,0,166
22983,1463,0,164
22427,1460,0,168
21981,1457,0,165
21971,1506,0,162
21906,1555,0,160
21729,1576,0,156
21480,1597,0,151
21171,1606,0,143
20932,1614,0,145
20427,1604,0,165
20532,1594,0,185
20951,1588,0,210
22279,1581,0,216
24371,1580,0,212
26403,1579,0,211
29196,1553,0,212
30348,1526,0,213
32330,1537,178,213
32517,1547,593,207
32735,1569,1339,197
32271,1590,2230,187
31734,1673,3205,182
31082,1756,4087,177
30599,1850,4487,167
29945,1944,4848,163
29688,2023,5048,157
29315,2102,5226,157
28795,2130,5309,157
28480,2157,5013,164
28355,2127,4123,172
28424,2096,3583,177
28502,2024,3185,183
29390,1951,2539,190
30479,1927,1877,191
31752,1902,1052,198
32998,1944,356,202
34152,1986,18,200
35091,2055,0,195
35213,2123,0,184
34969,2203,0,169
34080,2283,0,149
32935,2358,0,129
31311,2432,0,115
29805,2506,0,112
28051,2579,0,106
26120,2659,0,93
24594,2738,0,92
22896,2810,0,95
21713,2881,0,89
21162,2924,0,82
20822,2967,0,85
20797,3028,0,89
20655,3089,0,86
20424,3123,0,91
20034,3156,0,94
19614,3179,0,99
19497,3202,0,101
19080,3182,0,104
19172,3162,0,107
19793,3150,0,123
20693,3137,0,130
23075,3108,0,136
25538,3078,0,136
28174,3059,0,132
29214,3040,0,133
30751,3035,175,131
30859,3029,942,123
30918,3098,2016,118
30335,3166,3079,111
29800,3203,3926,111
29187,3239,4522,105
28867,3261,5240,102
28570,3283,5930,98
28444,3275,6230,96
28165,3266,6295,101
27835,3210,6295,104
27368,3154,5927,111
27379,3032,5263,117
27685,2910,4516,123
28086,2719,3678,139
29383,2528,2565,150
30732,2407,1552,150
31918,2286,654,153
33339,2234,127,163
34039,2181,2,169
35248,2133,0,169
35160,2085,0,165
34555,2061,0,151
33626,2036,0,148
32750,2008,0,139
31510,1980,0,134
30098,1915,0,129
28688,1849,0,123
27231,1754,0,122
25510,1659,0,118
24011,1570,0,125
23164,1481,0,132
22431,1406,0,140
22253,1331,0,145
21746,1279,0,145
21891,1227,0,144
21559,1178,0,151
21163,1128,0,157
20949,1089,0,162
20664,1049,0,165
20363,1044,0,170
20327,1039,0,186
20755,1028,0,214
21688,1017,0,228
23684,1031,0,226
25683,1045,0,225
27954,1057,0,235
29113,1068,0,235
31263,1086,73,234
32211,1104,302,232
32614,1129,648,230
32543,1154,903,227
32475,1215,1162,223
32253,1276,1499,218
32145,1304,1960,215
32193,1332,2194,212
31902,1333,2525,210
31600,1333,2659,208
31161,1287,3061,210
30672,1241,2837,217
30493,1189,2283,214
30545,1137,2213,217
30104,1077,2002,218
30496,1016,1511,222
31025,970,1103,225
32038,924,495,228
32705,891,170,230
33279,857,3,228
34194,834,0,230
34169,811,0,232
33775,806,0,230
33135,800,0,225
32067,796,0,219
31065,791,0,210
29651,799,0,202
28398,806,0,190
26978,823,0,170
25842,840,0,167
24163,857,0,162
23257,873,0,155
22968,831,0,153
22462,789,0,156
22257,808,0,158
22075,826,0,157
21804,852,0,151
21489,878,0,152
20825,900,0,154
20450,921,0,153
19843,961,0,161
19764,1000,0,158
19547,1028,0,165
20036,1056,0,169
21324,1088,0,170
22018,1120,0,175
23638,1134,0,183
24558,1147,0,182
26276,1197,123,179
26786,1247,522,175
27476,1324,1105,167
27555,1401,1809,158
27222,1543,2598,148
26805,1685,3367,139
26410,1807,4032,130
25823,1929,4645,128
25303,2024,4604,134
24992,2119,4285,133
24491,2172,4130,132
24505,2225,3962,134
24281,2239,3867,140
24374,2252,3411,141
24776,2233,3219,142
25282,2214,2813,151
26243,2153,1922,158
27510,2091,1033,163
29056,2049,270,170
29977,2006,4,166
31465,1915,0,164
31087,1823,0,167
30620,1756,0,166
29935,1689,0,156
29035,1695,0,140
28128,1700,0,129
26945,1717,0,118
25996,1733,0,110
24991,1720,0,103
23929,1706,0,96
22680,1686,0,92
21790,1666,0,88
21206,1625,0,85
21214,1583,0,81
20689,1577,0,82
20625,1570,0,82
20284,1536,0,87
19689,1502,0,84
19161,1473,0,83
18927,1444,0,85
18347,1381,0,81
18307,1318,0,83
18541,1289,0,86
18401,1259,0,89
18447,1242,0,102
18784,1225,0,109
20312,1162,0,123
21226,1098,0,135
22451,1080,132,138
23144,1061,979,132
23626,1046,2424,128
23647,1030,3946,118
23655,1085,5195,110
23375,1139,6300,100
23090,1255,7081,94
22289,1370,7706,87
22180,1476,7785,87
22130,1581,7620,90
21826,1651,7431,92
21973,1721,6916,100
22438,1778,6036,110
23210,1835,5280,116
24275,1881,4113,133
25455,1926,3242,145
26620,1954,2050,160
28193,1981,923,166
30173,2055,233,166
31688,2128,1,153
32968,2189,0,146
33606,2249,0,133
32752,2288,0,118
32024,2327,0,108
30788,2344,0,95
29306,2361,0,82
28358,2384,0,74
27150,2406,0,68
26032,2417,0,69
25005,2428,0,66
23468,2422,0,63
22451,2415,0,61
21183,2428,0,58
20226,2441,0,59
19993,2471,0,59
20040,2501,0,61
19841,2511,0,61
19233,2520,0,60
18838,2517,0,59
18578,2514,0,62
18341,2451,0,66
17957,2387,0,70
17824,2317,0,77
17945,2246,0,84
18618,2164,0,86
19823,2082,0,97
22495,1984,0,109
24323,1886,0,119
27392,1796,42,128
28792,1705,312,140
30465,1636,670,145
31158,1566,1212,146
31644,1535,1476,147
31634,1503,1924,153
31349,1467,2281,158
31451,1431,2258,165
31509,1380,2316,173
31738,1329,2203,173
31912,1264,2098,179
32202,1199,1787,186
32612,1139,1589,188
32609,1078,1285,200
32425,1012,1036,207
32633,945,866,212
32718,910,499,221
33357,875,230,220
34460,821,44,226
36092,766,0,231
37431,726,0,234
37196,685,0,234
36609,662,0,232
36156,639,0,232
35503,625,0,225
34478,611,0,221
33166,610,0,215
31831,608,0,208
30440,612,0,207
28731,615,0,198
27559,626,0,178
26049,637,0,170
24229,636,0,171
23375,635,0,168
22855,649,0,170
23064,663,0,170
22601,679,0,167
22202,694,0,164
21708,713,0,160
21567,732,0,157
20899,764,0,152
20741,796,0,150
20464,813,0,157
20764,829,0,172
21024,846,0,203
21932,862,0,217
24295,833,0,223
26454,804,0,226
28297,808,43,226
29515,812,350,223
30970,830,859,212
31635,848,1546,208
31985,928,2069,209
31513,1007,2520,204
31058,1060,2961,201
30786,1112,3524,202
30701,1151,3524,206
30943,1190,3491,208
31142,1168,3570,209
31372,1145,2907,217
31034,1112,2346,222
31346,1078,2025,228
31649,1019,1572,229
